"Taxon Name", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Funaria hygrometrica var. hygrometrica", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Gaillardia aristata", "yes", "1", "1", "Gaillardia aristata Pursh", "Pursh", "Gaillardia aristata", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Helenieae;Gaillardia"
"Galinsoga quadriradiata", "yes", "1", "1", "Galinsoga quadriradiata Ruiz & Pavon", "Ruiz & Pavon", "Galinsoga quadriradiata", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Heliantheae;Galinsoga"
"Gaultheria hispidula", "yes", "1", "1", "Gaultheria hispidula (Linnaeus) Muhlenberg ex Bigelow", "(Linnaeus) Muhlenberg ex Bigelow", "Gaultheria hispidula", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Ericaceae;Vaccinioideae;Gaultherieae;Gaultheria"
"Gaultheria humifusa", "yes", "1", "1", "Gaultheria humifusa (Graham) Rydberg", "(Graham) Rydberg", "Gaultheria humifusa", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Ericaceae;Vaccinioideae;Gaultherieae;Gaultheria"
"Gemmabryum caespiticium", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Gemmabryum dichotomum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Geocaulon lividum", "yes", "1", "1", "Geocaulon lividum (Richardson) Fernald", "(Richardson) Fernald", "Geocaulon lividum", "species", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Santalanae;Santalales;Santalaceae;Geocaulon"
"Geum aleppicum", "yes", "1", "1", "Geum aleppicum Jacquin", "Jacquin", "Geum aleppicum", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum"
"Geum macrophyllum", "yes", "1", "1", "Geum macrophyllum Willdenow", "Willdenow", "Geum macrophyllum", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum"
"Geum macrophyllum var. perincisum", "yes", "1", "1", "Geum macrophyllum var. perincisum (Rydberg) Raup", "(Rydberg) Raup", "Geum macrophyllum var. perincisum", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum;Geum macrophyllum"
"Geum rivale", "yes", "1", "1", "Geum rivale Linnaeus", "Linnaeus", "Geum rivale", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum"
"Geum triflorum", "yes", "1", "1", "Geum triflorum Pursh", "Pursh", "Geum triflorum", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum"
"Geum triflorum var. ciliatum", "yes", "1", "1", "Geum triflorum var. ciliatum (Pursh) Fassett", "(Pursh) Fassett", "Geum triflorum var. ciliatum", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum;Geum triflorum"
"Geum triflorum var. triflorum", "yes", "1", "1", "Geum triflorum Pursh var. triflorum", "Pursh", "Geum triflorum var. triflorum", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Colurieae;Geum;Geum triflorum"
"Glyceria", "yes", "13", "1", "Glyceria R. Brown", "R. Brown", "Glyceria", "genus", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae"
"Glyceria", "yes", "13", "2", "Glyceria grandis S. Watson var. grandis", "S. Watson", "Glyceria grandis var. grandis", "variety", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Hydropoa;Glyceria grandis"
"Glyceria", "yes", "13", "3", "Glyceria grandis S. Watson", "S. Watson", "Glyceria grandis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Hydropoa"
"Glyceria", "yes", "13", "4", "Glyceria pulchella (Nash) K.Schumann", "(Nash) K.Schumann", "Glyceria pulchella", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae"
"Glyceria", "yes", "13", "5", "Glyceria borealis (Nash) Batchelder", "(Nash) Batchelder", "Glyceria borealis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria", "yes", "13", "6", "Glyceria canadensis (Michaux) Trinius var. canadensis", "(Michaux) Trinius", "Glyceria canadensis var. canadensis", "variety", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae;Glyceria canadensis"
"Glyceria", "yes", "13", "7", "Glyceria canadensis (Michaux) Trinius", "(Michaux) Trinius", "Glyceria canadensis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae"
"Glyceria", "yes", "13", "8", "Glyceria declinata Brébisson", "Brébisson", "Glyceria declinata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria", "yes", "13", "9", "Glyceria notata Chevallier", "Chevallier", "Glyceria notata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria", "yes", "13", "10", "Glyceria septentrionalis Hitchcock", "Hitchcock", "Glyceria septentrionalis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria", "yes", "13", "11", "Glyceria septentrionalis Hitchcock var. septentrionalis", "Hitchcock", "Glyceria septentrionalis var. septentrionalis", "variety", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria;Glyceria septentrionalis"
"Glyceria", "yes", "13", "12", "Glyceria striata (Lamarck) Hitchcock var. striata", "(Lamarck) Hitchcock", "Glyceria striata var. striata", "variety", "Soreng, R.J., G. Davidse, P.M. Peterson, F.O. Zuloaga, E.J. Judziewicz, T.S. Filgueiras & O. Morrone. 2002+. Catalogue of New World Grasses (Poaceae). http://legacy.tropicos.org/Project/CNWG (consulted 2020-05-14)", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae;Glyceria striata"
"Glyceria", "yes", "13", "13", "Glyceria maxima (Hartman) Holmberg", "(Hartman) Holmberg", "Glyceria maxima", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Hydropoa"
"Glyceria alnasteretum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Glyceria borealis", "yes", "1", "1", "Glyceria borealis (Nash) Batchelder", "(Nash) Batchelder", "Glyceria borealis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria elata", "yes", "1", "1", "Glyceria elata (Nash) M.E. Jones", "(Nash) M.E. Jones", "Glyceria elata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae"
"Glyceria grandis", "yes", "1", "1", "Glyceria grandis S. Watson", "S. Watson", "Glyceria grandis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Hydropoa"
"Glyceria grandis var. grandis", "yes", "1", "1", "Glyceria grandis S. Watson var. grandis", "S. Watson", "Glyceria grandis var. grandis", "variety", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Hydropoa;Glyceria grandis"
"Glyceria notata", "yes", "1", "1", "Glyceria notata Chevallier", "Chevallier", "Glyceria notata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Glyceria"
"Glyceria pulchella", "yes", "1", "1", "Glyceria pulchella (Nash) K.Schumann", "(Nash) K.Schumann", "Glyceria pulchella", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae"
"Glyceria sect. Glyceria", "yes", "1", "1", "Glyceria sect. Glyceria R. Brown", "R. Brown", "Glyceria sect. Glyceria", "section", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria"
"Glyceria sect. Hydropoa", "yes", "1", "1", "Glyceria sect. Hydropoa (Dumortier) Dumortier", "(Dumortier) Dumortier", "Glyceria sect. Hydropoa", "section", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria"
"Glyceria sect. Striatae", "yes", "1", "1", "Glyceria sect. Striatae G.L. Church", "G.L. Church", "Glyceria sect. Striatae", "section", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria"
"Glyceria striata", "yes", "1", "1", "Glyceria striata (Lamarck) Hitchcock", "(Lamarck) Hitchcock", "Glyceria striata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Glyceria;Glyceria sect. Striatae"
"Gnaphalium palustre", "yes", "1", "1", "Gnaphalium palustre Nuttall", "Nuttall", "Gnaphalium palustre", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Gnaphalium"
"Gnaphalium uliginosum", "yes", "1", "1", "Gnaphalium uliginosum Linnaeus", "Linnaeus", "Gnaphalium uliginosum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Gnaphalium"
"Goodyera oblongifolia", "yes", "1", "1", "Goodyera oblongifolia Rafinesque", "Rafinesque", "Goodyera oblongifolia", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Cranichideae;Goodyerinae;Goodyera"
"Goodyera repens", "yes", "1", "1", "Goodyera repens (Linnaeus) R. Brown", "(Linnaeus) R. Brown", "Goodyera repens", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Cranichideae;Goodyerinae;Goodyera"
"Gratiola neglecta", "yes", "1", "1", "Gratiola neglecta Torrey", "Torrey", "Gratiola neglecta", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Plantaginaceae;Gratioleae;Gratiola"
"Grimmia alpestris", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia anodon", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia anomala", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia caespiticia", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia donniana", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia elatior", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia elongata", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia incurva", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia longirostris", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia mollis", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia montana", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia ovalis", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia plagiopodia", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia pulvinata", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia ramondii", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia sessitana", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia teretinervis", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grimmia torquata", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Grindelia hirsutula", "yes", "1", "1", "Grindelia hirsutula Hooker & Arnott", "Hooker & Arnott", "Grindelia hirsutula", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Grindelia"
"Grindelia squarrosa", "yes", "1", "1", "Grindelia squarrosa (Pursh) Dunal", "(Pursh) Dunal", "Grindelia squarrosa", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Grindelia"
