"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Plantago macrocarpa", "Volume 17", "yes", "1", "1", "Plantago macrocarpa Chamisso & Schlechtendal", "Chamisso & Schlechtendal", "Plantago macrocarpa", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Plantaginaceae;Plantagineae;Plantago"
"Platanthera chorisiana", "Volume 26", "yes", "1", "1", "Platanthera chorisiana (Chamisso) Reichenbach", "(Chamisso) Reichenbach", "Platanthera chorisiana", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Orchideae;Orchidinae;Platanthera"
"Platanthera dilatata var. leucostachys", "Volume 26", "yes", "1", "1", "Platanthera dilatata var. leucostachys (Lindley) Luer", "(Lindley) Luer", "Platanthera dilatata var. leucostachys", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Orchideae;Orchidinae;Platanthera;Platanthera dilatata"
"Pleuricospora fimbriolata", "Volume 8", "yes", "1", "1", "Pleuricospora fimbriolata A. Gray", "A. Gray", "Pleuricospora fimbriolata", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Ericaceae;Monotropoideae;Monotropeae;Pleuricospora"
"Pleuridium acuminatum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pleuropogon refractus", "Volume 24", "yes", "1", "1", "Pleuropogon refractus (A. Gray) Bentham ex Vasey", "(A. Gray) Bentham ex Vasey", "Pleuropogon refractus", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Meliceae;Pleuropogon"
"Pleuroziopsis ruthenica", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Poa bolanderi", "Volume 24", "yes", "1", "1", "Poa bolanderi Vasey", "Vasey", "Poa bolanderi", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Homalopoa"
"Poa confinis", "Volume 24", "yes", "1", "1", "Poa confinis Vasey", "Vasey", "Poa confinis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Madropoa;Poa subsect. Madropoa"
"Poa howellii", "Volume 24", "yes", "1", "1", "Poa howellii Vasey & Scribner", "Vasey & Scribner", "Poa howellii", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Homalopoa"
"Poa infirma", "Volume 24", "yes", "1", "1", "Poa infirma Kunth", "Kunth", "Poa infirma", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Micrantherae"
"Poa laxiflora", "Volume 24", "yes", "1", "1", "Poa laxiflora Buckley", "Buckley", "Poa laxiflora", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Homalopoa"
"Poa macrantha", "Volume 24", "yes", "1", "1", "Poa macrantha Vasey", "Vasey", "Poa macrantha", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Madropoa;Poa subsect. Madropoa"
"Poa macrocalyx", "Volume 24", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Poa marcida", "Volume 24", "yes", "1", "1", "Poa marcida Hitchcock", "Hitchcock", "Poa marcida", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Sylvestres"
"Poa pseudoabbreviata", "Volume 24", "yes", "1", "1", "Poa pseudoabbreviata Roshevitz", "Roshevitz", "Poa pseudoabbreviata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Abbreviatae"
"Poa suksdorfii", "Volume 24", "yes", "1", "1", "Poa suksdorfii (Beal) Vasey ex Piper", "(Beal) Vasey ex Piper", "Poa suksdorfii", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Poinae;Poa;Poa subg. Poa;Poa sect. Abbreviatae"
"Pogonatum contortum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia bolanderi", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia camptotrachela", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia cardotii", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia columbica", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia erecta", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia longibracteata", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pohlia pacifica", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Polycarpon tetraphyllum subsp. tetraphyllum", "Volume 5", "yes", "1", "1", "Polycarpon tetraphyllum (Linnaeus) Linnaeus subsp. tetraphyllum", "(Linnaeus) Linnaeus", "Polycarpon tetraphyllum subsp. tetraphyllum", "subspecies", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Polycarpeae;Polycarpon;Polycarpon tetraphyllum"
"Polycnemum arvense", "Volume 4", "yes", "1", "1", "Polycnemum arvense Linnaeus", "Linnaeus", "Polycnemum arvense", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Polycnemoideae;Polycnemum"
"Polygonum majus", "Volume 5", "yes", "1", "1", "Polygonum majus (Meisner) Piper", "(Meisner) Piper", "Polygonum majus", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia"
"Polygonum nuttallii", "Volume 5", "yes", "1", "1", "Polygonum nuttallii Small", "Small", "Polygonum nuttallii", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia"
"Polygonum paronychia", "Volume 5", "yes", "1", "1", "Polygonum paronychia Chamisso & Schlechtendal", "Chamisso & Schlechtendal", "Polygonum paronychia", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia"
"Polygonum polygaloides subsp. kelloggii", "Volume 5", "yes", "1", "1", "Polygonum polygaloides subsp. kelloggii (Greene) J.C. Hickman", "(Greene) J.C. Hickman", "Polygonum polygaloides subsp. kelloggii", "subspecies", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia;Polygonum polygaloides"
"Polygonum sawatchense subsp. oblivium", "Volume 5", "yes", "1", "1", "Polygonum sawatchense subsp. oblivium Costea & Tardif", "Costea & Tardif", "Polygonum sawatchense subsp. oblivium", "subspecies", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia;Polygonum sawatchense"
"Polygonum spergulariiforme", "Volume 5", "yes", "1", "1", "Polygonum spergulariiforme Meisner ex Small", "Meisner ex Small", "Polygonum spergulariiforme", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Polygoneae;Polygonum;Polygonum sect. Duravia;Polygonum subsect. Duravia"
"Polypodium amorphum", "Volume 2", "yes", "1", "1", "Polypodium amorphum Suksdorf", "Suksdorf", "Polypodium amorphum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Polypodiaceae;Polypodioideae;Polypodieae;Polypodium"
"Polypodium glycyrrhiza", "Volume 2", "yes", "1", "1", "Polypodium glycyrrhiza D.C. Eaton", "D.C. Eaton", "Polypodium glycyrrhiza", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Polypodiaceae;Polypodioideae;Polypodieae;Polypodium"
"Polypodium hesperium", "Volume 2", "yes", "1", "1", "Polypodium hesperium Maxon", "Maxon", "Polypodium hesperium", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Polypodiaceae;Polypodioideae;Polypodieae;Polypodium"
"Polypodium scouleri", "Volume 2", "yes", "1", "1", "Polypodium scouleri Hooker & Greville", "Hooker & Greville", "Polypodium scouleri", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Polypodiaceae;Polypodioideae;Polypodieae;Polypodium"
"Polypogon viridis", "Volume 24", "yes", "1", "1", "Polypogon viridis (Gouan) Breistroffer", "(Gouan) Breistroffer", "Polypogon viridis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Agrostidinae;Polypogon"
"Polystichum andersonii", "Volume 2", "yes", "1", "1", "Polystichum andersonii M. Hopkins", "M. Hopkins", "Polystichum andersonii", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum californicum", "Volume 2", "yes", "1", "1", "Polystichum californicum (D.C. Eaton) Diels", "(D.C. Eaton) Diels", "Polystichum californicum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum imbricans", "Volume 2", "yes", "1", "1", "Polystichum imbricans (D.C. Eaton) D.H. Wagner", "(D.C. Eaton) D.H. Wagner", "Polystichum imbricans", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum imbricans subsp. imbricans", "Volume 2", "yes", "1", "1", "Polystichum imbricans (D.C. Eaton) D.H. Wagner subsp. imbricans", "(D.C. Eaton) D.H. Wagner", "Polystichum imbricans subsp. imbricans", "subspecies", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum;Polystichum imbricans"
"Polystichum kruckebergii", "Volume 2", "yes", "1", "1", "Polystichum kruckebergii W.H. Wagner", "W.H. Wagner", "Polystichum kruckebergii", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum kwakiutlii", "Volume 2", "yes", "1", "1", "Polystichum kwakiutlii D.H. Wagner", "D.H. Wagner", "Polystichum kwakiutlii", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum lemmonii", "Volume 2", "yes", "1", "1", "Polystichum lemmonii Underwood", "Underwood", "Polystichum lemmonii", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum munitum", "Volume 2", "yes", "1", "1", "Polystichum munitum (Kaulfuss) C. Presl", "(Kaulfuss) C. Presl", "Polystichum munitum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum scopulinum", "Volume 2", "yes", "1", "1", "Polystichum scopulinum (D.C. Eaton) Maxon", "(D.C. Eaton) Maxon", "Polystichum scopulinum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polystichum setigerum", "Volume 2", "yes", "1", "1", "Polystichum setigerum (C.B. Presl) C.B. Presl", "(C.B. Presl) C.B. Presl", "Polystichum setigerum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Polypodiidae;Polypodiales;Dryopteridaceae;Dryopteridoideae;Polystichum"
"Polytrichastrum alpinum var. sylvaticum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Polytrichastrum sexangulare var. vulcanicum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Porotrichum bigelovii", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Potentilla anglica", "Volume 9", "yes", "1", "1", "Potentilla anglica Laicharding", "Laicharding", "Potentilla anglica", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Potentilla"
"Potentilla anserina subsp. pacifica", "Volume 9", "yes", "1", "1", "Potentilla anserina subsp. pacifica (Howell) Rousi", "(Howell) Rousi", "Potentilla anserina subsp. pacifica", "subspecies", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Anserinae;Potentilla anserina"
"Potentilla biflora", "Volume 9", "yes", "1", "1", "Potentilla biflora Willdenow ex Schlechtendal", "Willdenow ex Schlechtendal", "Potentilla biflora", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Biflorae"
"Potentilla elegans", "Volume 9", "yes", "1", "1", "Potentilla elegans Chamisso & Schlechtendal", "Chamisso & Schlechtendal", "Potentilla elegans", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Aureae"
"Potentilla furcata", "Volume 9", "yes", "1", "1", "Potentilla furcata A.E. Porsild", "A.E. Porsild", "Potentilla furcata", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Rubricaules"
"Potentilla gracilis var. gracilis", "Volume 9", "yes", "1", "1", "Potentilla gracilis Douglas ex Hooker var. gracilis", "Douglas ex Hooker", "Potentilla gracilis var. gracilis", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Graciles;Potentilla gracilis"
"Potentilla nana", "Volume 9", "yes", "1", "1", "Potentilla nana Willdenow ex Schlechtendal", "Willdenow ex Schlechtendal", "Potentilla nana", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Aureae"
"Potentilla villosa", "Volume 9", "yes", "2", "1", "Potentilla villosula Jurtzev", "auct. non Pallas ex Pursh", "Potentilla villosa", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "synonym", "NULL"
"Potentilla villosa", "Volume 9", "yes", "2", "2", "Potentilla villosa Pallas ex Pursh", "Pallas ex Pursh", "Potentilla villosa", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Potentilla;Potentilla sect. Niveae"
"Poteridium occidentale", "Volume 9", "yes", "1", "1", "Poteridium occidentale Rydberg", "Rydberg", "Poteridium occidentale", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Sanguisorbeae;Poteridium"
"Primula cuneifolia", "Volume 8", "yes", "1", "1", "Primula cuneifolia Ledebour", "Ledebour", "Primula cuneifolia", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Primulaceae;Primuloideae;Primuleae;Primula;Primula subg. Auriculastrum;Primula sect. Cuneifolia"
"Primula cuneifolia subsp. saxifragifolia", "Volume 8", "yes", "1", "1", "Primula cuneifolia subsp. saxifragifolia (Lehman) W.W. Smith & Forrest", "(Lehman) W.W. Smith & Forrest", "Primula cuneifolia subsp. saxifragifolia", "subspecies", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Primulaceae;Primuloideae;Primuleae;Primula;Primula subg. Auriculastrum;Primula sect. Cuneifolia;Primula cuneifolia"
"Prosartes smithii", "Volume 26", "yes", "1", "1", "Prosartes smithii (Hooker) Utech", "(Hooker) Utech", "Prosartes smithii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Liliaceae;Streptopoideae;Prosartes"
"Prunus emarginata", "Volume 9", "yes", "1", "1", "Prunus emarginata (Douglas) Eaton", "(Douglas) Eaton", "Prunus emarginata", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Amygdaleae;Prunus"
"Prunus laurocerasus", "Volume 9", "yes", "1", "1", "Prunus laurocerasus Linnaeus", "Linnaeus", "Prunus laurocerasus", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Amygdaleae;Prunus"
"Prunus lusitanica", "Volume 9", "yes", "1", "1", "Prunus lusitanica Linnaeus", "Linnaeus", "Prunus lusitanica", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Amygdaleae;Prunus"
"Pseudephemerum nitidum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudobraunia californica", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudocrossidium hornschuchianum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudocrossidium obtusulum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudognaphalium stramineum", "Volume 19", "yes", "1", "1", "Pseudognaphalium stramineum (Kunth) Anderberg", "(Kunth) Anderberg", "Pseudognaphalium stramineum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Pseudognaphalium"
"Pseudoleskea atricha", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudoleskea baileyi", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudoleskea incurvata var. gigantea", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudoscleropodium purum", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Pseudotsuga menziesii var. menziesii", "Volume 2", "yes", "1", "1", "Pseudotsuga menziesii (Mirbel) Franco var. menziesii", "(Mirbel) Franco", "Pseudotsuga menziesii var. menziesii", "variety", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Pinidae;Pinales;Pinaceae;Pseudotsuga;Pseudotsuga menziesii"
"Psilocarphus elatior", "Volume 19", "yes", "1", "1", "Psilocarphus elatior (A. Gray) A. Gray", "(A. Gray) A. Gray", "Psilocarphus elatior", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Psilocarphus"
