"Taxon Name", "Match", "Number of Matches", "Matches"
"Calamagrostis Deschampsioides", "yes", "5", "Calamagrostis Adanson, Calamagrostis epigejos (Linnaeus) Roth, Calamagrostis stricta subsp. inexpansa (A. Gray) Greene, Calamagrostis canadensis (Michaux) Palisot de Beauvois, Calamagrostis stricta (Timm) Koeler"
"Calopogon Tuberosus Var. Tuberosus", "yes", "3", "Calopogon R. Brown, Calopogon tuberosus (Linnaeus) Britton, Sterns & Poggenberg, Calopogon tuberosus (Linnaeus) Britton, Sterns & Poggenberg var. tuberosus"
"Cardamine Bulbosa", "yes", "28", "Cardamine Linnaeus, Cardamine cordifolia A. Gray, Cardamine bellidifolia Linnaeus, Cardamine digitata Richardson, Cardamine polemonioides Rouy, Cardamine purpurea Chamisso & Schlechtendal, Cardamine umbellata Greene, Cardamine microphylla Adams, Cardamine parviflora Linnaeus, Cardamine hirsuta Linnaeus, Cardamine angulata Hooker, Cardamine bulbosa (Schreber ex Muhlenberg) Britton, Sterns & Poggenburgh, Cardamine occulta Hornemann, Cardamine diphylla (Michaux) Alph. Wood, Cardamine breweri S. Watson, Cardamine douglassii Britton, Cardamine corymbosa Hooker f., Cardamine nuttallii Greene, Cardamine pensylvanica Muhlenberg ex Willdenow, Cardamine concatenata (Michaux) O. Schwarz, Cardamine dentata Schultes, Cardamine flexuosa Withering, Cardamine pratensis Linnaeus, Cardamine maxima (Nuttall) Alph. Wood, Cardamine impatiens Linnaeus, Cardamine occidentalis (S. Watson) Howell, Cardamine oligosperma Nuttall, Arabidopsis lyrata subsp. petraea (Linnaeus) O'Kane & Al-Shehbaz"
"Cardamine Nymanii", "yes", "28", "Cardamine Linnaeus, Cardamine cordifolia A. Gray, Cardamine bellidifolia Linnaeus, Cardamine digitata Richardson, Cardamine polemonioides Rouy, Cardamine purpurea Chamisso & Schlechtendal, Cardamine umbellata Greene, Cardamine microphylla Adams, Cardamine parviflora Linnaeus, Cardamine hirsuta Linnaeus, Cardamine angulata Hooker, Cardamine bulbosa (Schreber ex Muhlenberg) Britton, Sterns & Poggenburgh, Cardamine occulta Hornemann, Cardamine diphylla (Michaux) Alph. Wood, Cardamine breweri S. Watson, Cardamine douglassii Britton, Cardamine corymbosa Hooker f., Cardamine nuttallii Greene, Cardamine pensylvanica Muhlenberg ex Willdenow, Cardamine concatenata (Michaux) O. Schwarz, Cardamine dentata Schultes, Cardamine flexuosa Withering, Cardamine pratensis Linnaeus, Cardamine maxima (Nuttall) Alph. Wood, Cardamine impatiens Linnaeus, Cardamine occidentalis (S. Watson) Howell, Cardamine oligosperma Nuttall, Arabidopsis lyrata subsp. petraea (Linnaeus) O'Kane & Al-Shehbaz"
"Carex Adelostoma", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Alopecoidea", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Aquatilis Var. Substricta", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Arctata", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Assiniboinensis", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Atrofusca", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Bicknellii", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Bigelowii Subsp. Bigelowii", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Brunnescens Subsp. Sphaerostachya", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Castanea", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Conoidea", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
